Service Name,Physical Address,Suburb,Physical State,Postal Code,2018 Aged Care Planning Region (ACPR) Code,2018 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,2019 MMM Code,2016 SA2 Code,2016 SA2 Name,2016 SA3 Code,2016 SA3 Name,2016 LGA Name,2016 LGA Code,2017 PHN Code,2017 PHN Name,Latitude,Longitude,2023/24 FY Australian Government Funding,Overall Star Rating,Residents' Experience rating,Compliance rating,Staffing rating,Quality Measures rating
Uniting McKay House Tamworth,"1 Tribe STREET, TAMWORTH, NSW, 2340",TAMWORTH,NSW,2340,109,New England,Residential,61,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Inner Regional Australia,3,11203,Tamworth - North,11004,Tamworth - Gunnedah,Tamworth Regional (A),17310,PHN108,Hunter New England and Central Coast,-31.07185098,150.9180858,6550315.55,4.0,4.0,5.0,2.0,5.0
Southern Cross Care Marsfield Residential Aged Care,"16 Vincentia STREET, MARSFIELD, NSW, 2122",MARSFIELD,NSW,2122,110,Northern Sydney,Residential,61,0,0,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,1,11500,Macquarie Park - Marsfield,12602,Ryde - Hunters Hill,Ryde (C),16700,PHN102,Northern Sydney,-33.78145033,151.10453253,6228189.37,4.0,4.0,5.0,4.0,5.0
RFBI Tamworth Masonic Village,"16 Kitchener STREET, TAMWORTH, NSW, 2340",TAMWORTH,NSW,2340,109,New England,Residential,62,0,0,Royal Freemasons' Benevolent Institution,Charitable,Inner Regional Australia,3,11203,Tamworth - North,11004,Tamworth - Gunnedah,Tamworth Regional (A),17310,PHN108,Hunter New England and Central Coast,-31.098067,150.941568,6330186.9,4.0,5.0,5.0,2.0,3.0
Southern Cross Care Parkes Residential Aged Care,"2 MIDDLETON STREET, PARKES, NSW, 2870",PARKES,NSW,2870,102,Central West,Residential,62,0,0,Southern Cross Care (NSW & ACT) Limited,Religious,Outer Regional Australia,4,11067,Parkes (NSW),10302,Lachlan Valley,Parkes (A),16200,PHN107,Western NSW,-33.13707579,148.16322626,6381227.38,4.0,4.0,5.0,3.0,5.0
RFBI Glen Innes Masonic Village,"175 Lambeth STREET, GLEN INNES, NSW, 2370",GLEN INNES,NSW,2370,109,New England,Residential,62,0,0,Royal Freemasons' Benevolent Institution,Charitable,Outer Regional Australia,4,11190,Glen Innes,11002,Inverell - Tenterfield,Glen Innes Severn (A),13010,PHN108,Hunter New England and Central Coast,-29.73650323,151.72815244,5241917.52,4.0,3.0,4.0,4.0,5.0
Concord Community Hostel,"4A Cavell AVENUE, RHODES, NSW, 2138",RHODES,NSW,2138,106,Inner West,Residential,62,0,0,RFBI Concord Community Village,Community Based,Major Cities of Australia,1,11384,Concord West - North Strathfield,12001,Canada Bay,Canada Bay (A),11520,PHN101,Central and Eastern Sydney,-33.82659884,151.08922911,6328298.32,,,,,
Three Tree Lodge,"2A Col Drewe DRIVE, BOWENFELS, NSW, 2790",BOWENFELS,NSW,2790,102,Central West,Residential,62,0,0,Three Tree Lodge Lithgow Limited,Community Based,Inner Regional Australia,4,11070,Lithgow,10303,Lithgow - Mudgee,Lithgow (C),14870,PHN104,Nepean Blue Mountains,-33.49831953,150.12650256,6313013.66,4.0,4.0,4.0,4.0,2.0
Catholic Healthcare Holy Spirit Dubbo,"6 Tony McGrane PLACE, DUBBO, NSW, 2830",DUBBO,NSW,2830,111,Orana Far West,Residential,62,0,0,Catholic Healthcare Limited,Charitable,Inner Regional Australia,3,11100,Dubbo - East,10503,Dubbo,Western Plains Regional (A),18230,PHN107,Western NSW,-32.23714555,148.62689644,7390439.12,4.0,3.0,4.0,4.0,5.0
The Little Sisters of the Poor Mount St Joseph's Home,"70 Market STREET, RANDWICK, NSW, 2031",RANDWICK,NSW,2031,113,South East Sydney,Residential,62,0,0,Little Sisters of the Poor Aged Care Ltd,Religious,Major Cities of Australia,1,11569,Randwick - North,11802,Eastern Suburbs - South,Randwick (C),16550,PHN101,Central and Eastern Sydney,-33.90633837,151.24615236,7037531.25,4.0,4.0,4.0,2.0,5.0
Bolton Clarke Willandra,"19-21 George STREET, MARRICKVILLE, NSW, 2204",MARRICKVILLE,NSW,2204,106,Inner West,Residential,62,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,11326,Marrickville,11702,Marrickville - Sydenham - Petersham,Inner West (A),14170,PHN101,Central and Eastern Sydney,-33.9052716,151.1496867,6622763.83,3.0,3.0,4.0,3.0,4.0
RFBI Armidale Masonic Village,"364 Box Hill DRIVE, ARMIDALE, NSW, 2350",ARMIDALE,NSW,2350,109,New England,Residential,62,0,0,Royal Freemasons' Benevolent Institution,Charitable,Inner Regional Australia,3,11186,Armidale,11001,Armidale,Armidale Regional (A),10130,PHN108,Hunter New England and Central Coast,-30.500844,151.6838149,6064392.95,4.0,4.0,5.0,3.0,2.0
Anglicare Dorothy Boyt House,"31 Raglan STREET, MALABAR, NSW, 2036",MALABAR,NSW,2036,113,South East Sydney,Residential,62,0,0,Anglican Community Services,Religious,Major Cities of Australia,1,11350,Malabar - La Perouse - Chifley,11802,Eastern Suburbs - South,Randwick (C),16550,PHN101,Central and Eastern Sydney,-33.96650488,151.24905969,6361553.35,4.0,4.0,5.0,3.0,4.0
Adina Care Cootamundra,"121 Mackay STREET, COOTAMUNDRA, NSW, 2590",COOTAMUNDRA,NSW,2590,112,Riverina/Murray,Residential,62,0,0,Cootamundra Health Care Co-operative Limited,Community Based,Inner Regional Australia,4,11263,Cootamundra,11303,Wagga Wagga,Gundagai (A),13510,PHN110,Murrumbidgee,-34.63391,148.01429997,4954976.94,3.0,4.0,3.0,5.0,1.0
Advantaged Care at Barden Lodge,"11 Barden ROAD, BARDEN RIDGE, NSW, 2234",BARDEN RIDGE,NSW,2234,113,South East Sydney,Residential,62,0,0,Advantaged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11535,Menai - Lucas Heights - Woronora,12802,Sutherland - Menai - Heathcote,Sutherland Shire (A),17150,PHN101,Central and Eastern Sydney,-34.024365,151.009452,5174757.53,4.0,4.0,5.0,3.0,3.0
Southern Cross Care St Catherine's Residential Aged Care,"126 North STREET, GRAFTON, NSW, 2460",GRAFTON,NSW,2460,103,Far North Coast,Residential,63,0,0,Southern Cross Care (NSW & ACT) Limited,Religious,Inner Regional Australia,3,11080,Grafton,10401,Clarence Valley,Clarence Valley (A),11730,PHN109,North Coast,-29.67088759,152.94119804,6310294.03,4.0,4.0,3.0,4.0,3.0
Anglican Care McIntosh Court,"Toronto ROAD, BOORAGUL, NSW, 2284",BOORAGUL,NSW,2284,104,Hunter,Residential,63,0,0,Anglican Care,Charitable,Major Cities of Australia,1,11215,Bolton Point - Teralba,11102,Lake Macquarie - West,Lake Macquarie (C),14650,PHN108,Hunter New England and Central Coast,-32.979376,151.604502,7079954.46,4.0,4.0,4.0,3.0,4.0
RFBI West Wyalong Masonic Village,"64 UNGARIE ROAD, WEST WYALONG, NSW, 2671",WEST WYALONG,NSW,2671,112,Riverina/Murray,Residential,63,0,0,Royal Freemasons' Benevolent Institution,Charitable,Outer Regional Australia,5,11069,West Wyalong,10302,Lachlan Valley,Bland (A),10800,PHN110,Murrumbidgee,-33.91655173,147.19803328,6600116.59,4.0,4.0,5.0,2.0,3.0
Uniting Bankstown,"41 Meredith STREET, BANKSTOWN, NSW, 2200",BANKSTOWN,NSW,2200,114,South West Sydney,Residential,63,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11571,Bankstown - North,11901,Bankstown,Canterbury-Bankstown (A),11570,PHN105,South Western Sydney,-33.91373347,151.03261815,6775060.89,4.0,3.0,5.0,3.0,5.0
Uniting Ronald Coleman Lodge Woollahra,"88 Wallis STREET, WOOLLAHRA, NSW, 2025",WOOLLAHRA,NSW,2025,113,South East Sydney,Residential,63,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11347,Woollahra,11801,Eastern Suburbs - North,Woollahra (A),18500,PHN101,Central and Eastern Sydney,-33.8894051,151.2398991,5644304.99,4.0,3.0,5.0,2.0,5.0
Uniting Abrina Ashfield,"19 Victoria STREET, ASHFIELD, NSW, 2131",ASHFIELD,NSW,2131,106,Inner West,Residential,63,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11390,Ashfield,12003,Strathfield - Burwood - Ashfield,Inner West (A),14170,PHN101,Central and Eastern Sydney,-33.8923872,151.1296026,8010700.8,4.0,4.0,5.0,3.0,5.0
Goondee Aged Care Home,"13 Jersey ROAD, STRATHFIELD, NSW, 2135",STRATHFIELD,NSW,2135,106,Inner West,Residential,63,0,0,Rasko Holdings Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11575,Strathfield,12003,Strathfield - Burwood - Ashfield,Burwood (A),11300,PHN101,Central and Eastern Sydney,-33.87846578,151.09490115,6576904.16,3.0,4.0,4.0,2.0,3.0
Vaucluse Nursing Home,"13 Young STREET, VAUCLUSE, NSW, 2030",VAUCLUSE,NSW,2030,113,South East Sydney,Residential,63,0,0,Fresh Fields Aged Care (NSW) - No 1 Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11344,Dover Heights,11801,Eastern Suburbs - North,Waverley (A),18050,PHN101,Central and Eastern Sydney,-33.86016936,151.28116375,6072463.1,3.0,3.0,4.0,2.0,3.0
Shoalhaven Place Care Community,"43 Brinawarr STREET, BOMADERRY, NSW, 2541",BOMADERRY,NSW,2541,105,Illawarra,Residential,63,0,0,DPG Services Pty Ltd,Private Incorporated Body,Inner Regional Australia,3,11277,North Nowra - Bomaderry,11401,Shoalhaven,Shoalhaven (C),16950,PHN106,South Eastern NSW,-34.85193663,150.60284669,5831924.7,4.0,3.0,5.0,3.0,3.0
Uniting Quong Tart Ashfield,"48 Arthur STREET, ASHFIELD, NSW, 2131",ASHFIELD,NSW,2131,106,Inner West,Residential,63,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11390,Ashfield,12003,Strathfield - Burwood - Ashfield,Inner West (A),14170,PHN101,Central and Eastern Sydney,-33.89194046,151.11988966,7466041.89,4.0,4.0,5.0,3.0,5.0
CASS Residential Aged Care Facility,"67-75 Fifth AVENUE, CAMPSIE, NSW, 2194",CAMPSIE,NSW,2194,106,Inner West,Residential,63,0,0,Chinese Australian Services Society Limited,Community Based,Major Cities of Australia,1,11363,Canterbury (South) - Campsie,11902,Canterbury,Canterbury-Bankstown (A),11570,PHN101,Central and Eastern Sydney,-33.90424221,151.09995436,7467417.98,4.0,4.0,5.0,3.0,5.0
Uniting Autumn Lodge Butler Street,"50 Butler STREET, ARMIDALE, NSW, 2350",ARMIDALE,NSW,2350,109,New England,Residential,64,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Inner Regional Australia,3,11186,Armidale,11001,Armidale,Armidale Regional (A),10130,PHN108,Hunter New England and Central Coast,-30.503834,151.65837,5580718.02,4.0,3.0,4.0,4.0,5.0
Catholic Healthcare Emmaus Village,"85 Bakers LANE, KEMPS CREEK, NSW, 2178",KEMPS CREEK,NSW,2178,108,Nepean,Residential,64,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11518,Horsley Park - Kemps Creek,12702,Fairfield,Penrith (C),16350,PHN104,Nepean Blue Mountains,-33.82920307,150.79103127,6113385.98,4.0,4.0,4.0,3.0,4.0
Peter Sinclair Gardens,"2 Mirreen STREET, HAWKS NEST, NSW, 2324",HAWKS NEST,NSW,2324,107,Mid North Coast,Residential,64,0,0,RSL LifeCare Limited,Community Based,Inner Regional Australia,5,11124,Tea Gardens - Hawks Nest,10603,Port Stephens,Mid-Coast (A),15240,PHN108,Hunter New England and Central Coast,-32.67496577,152.17443107,6910420.58,3.0,4.0,4.0,2.0,3.0
Feros Village Bangalow,"4-8 Ballina ROAD, BANGALOW, NSW, 2479",BANGALOW,NSW,2479,103,Far North Coast,Residential,64,0,0,Feros Care,Community Based,Inner Regional Australia,4,11238,Bangalow,11201,Richmond Valley - Coastal,Byron (A),11350,PHN109,North Coast,-28.68757298,153.52971006,5761500.85,4.0,4.0,4.0,3.0,5.0
Uniting Roberts Lodge Peakhurst,"168-178 Boundary ROAD, PEAKHURST, NSW, 2210",PEAKHURST,NSW,2210,113,South East Sydney,Residential,64,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11372,Peakhurst - Lugarno,11903,Hurstville,Georges River (A),12930,PHN101,Central and Eastern Sydney,-33.95966149,151.06516046,6808896.88,4.0,3.0,5.0,3.0,3.0
Werombi Court,"90 WEROMBI ROAD, GRASMERE, NSW, 2570",GRASMERE,NSW,2570,114,South West Sydney,Residential,64,0,0,Carrington Centennial Care Limited,Charitable,Major Cities of Australia,1,11433,Camden - Ellis Lane,12301,Camden,Camden (A),11450,PHN105,South Western Sydney,-34.05665981,150.67461409,7180073.43,4.0,3.0,5.0,2.0,4.0
Clover Lea Nursing Home,"14 Claremont ROAD, BURWOOD HEIGHTS, NSW, 2136",BURWOOD HEIGHTS,NSW,2136,106,Inner West,Residential,64,0,0,Fresh Fields Management (NSW) Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11393,Croydon Park - Enfield,12003,Strathfield - Burwood - Ashfield,Burwood (A),11300,PHN101,Central and Eastern Sydney,-33.88877544,151.10643541,7011490.29,4.0,3.0,5.0,2.0,5.0
Mona Vale House,"27-35 Bassett STREET, MONA VALE, NSW, 2103",MONA VALE,NSW,2103,110,Northern Sydney,Residential,64,0,0,Thompson Health Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11423,Warriewood - Mona Vale,12202,Pittwater,Northern Beaches (A),15990,PHN102,Northern Sydney,-33.6731809,151.30956282,5654318.64,4.0,5.0,5.0,3.0,4.0
The Whiddon Group - Casino,"11 GITANA STREET, CASINO, NSW, 2470",CASINO,NSW,2470,103,Far North Coast,Residential,64,0,0,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Inner Regional Australia,4,11244,Casino,11202,Richmond Valley - Hinterland,Richmond Valley (A),16610,PHN109,North Coast,-28.859241,153.035194,6895739.93,4.0,4.0,5.0,3.0,3.0
Bupa Mosman,"18 Bardwell ROAD, MOSMAN, NSW, 2088",MOSMAN,NSW,2088,110,Northern Sydney,Residential,64,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11415,Mosman,12104,North Sydney - Mosman,Mosman (A),15350,PHN102,Northern Sydney,-33.82391615,151.23542435,6276014.35,4.0,4.0,5.0,2.0,4.0
Montana Aged Care Facility,"36-38 Harbour STREET, MOSMAN, NSW, 2088",MOSMAN,NSW,2088,110,Northern Sydney,Residential,64,0,0,Fresh Fields Management (NSW) No 2 Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11415,Mosman,12104,North Sydney - Mosman,Mosman (A),15350,PHN102,Northern Sydney,-33.8259081,151.23884819,4664831.19,3.0,2.0,5.0,2.0,4.0
John Edmondson VC Gardens,"120-130 Tenth AVENUE, AUSTRAL, NSW, 2179",AUSTRAL,NSW,2179,114,South West Sydney,Residential,64,0,0,RSL LifeCare Limited,Community Based,Major Cities of Australia,1,11505,Austral - Greendale,12701,Bringelly - Green Valley,Liverpool (C),14900,PHN105,South Western Sydney,-33.933276,150.810737,6606808.56,4.0,4.0,5.0,3.0,4.0
Calvary Muswellbrook Retirement Community,"15 Cassidy AVENUE, MUSWELLBROOK, NSW, 2333",MUSWELLBROOK,NSW,2333,104,Hunter,Residential,65,0,0,Calvary Retirement Communities Limited,Religious,Inner Regional Australia,4,11126,Muswellbrook,10604,Upper Hunter,Muswellbrook (A),15650,PHN108,Hunter New England and Central Coast,-32.2809181,150.8919997,6683420.6,4.0,4.0,4.0,2.0,4.0
Agris Hutrof House,"25 Estonian ROAD, THIRLMERE, NSW, 2572",THIRLMERE,NSW,2572,114,South West Sydney,Residential,65,0,0,RSL LifeCare Limited,Community Based,Inner Regional Australia,5,11447,Picton - Tahmoor - Buxton,12303,Wollondilly,Wollondilly (A),18400,PHN105,South Western Sydney,-34.2020681,150.55297412,6764509.13,3.0,2.0,5.0,2.0,3.0
Uniting Mullauna Blacktown,"61 Bungarribee ROAD, BLACKTOWN, NSW, 2148",BLACKTOWN,NSW,2148,116,Western Sydney,Residential,65,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11303,Blacktown (East) - Kings Park,11601,Blacktown,Blacktown (C),10750,PHN103,Western Sydney,-33.77822281,150.91608754,6668211.71,4.0,4.0,5.0,3.0,4.0
RFBI Cessnock Masonic Village,"30 A Off West AVENUE, CESSNOCK, NSW, 2325",CESSNOCK,NSW,2325,104,Hunter,Residential,65,0,0,Royal Freemasons' Benevolent Institution,Charitable,Inner Regional Australia,3,11108,Cessnock,10601,Lower Hunter,Cessnock (C),11720,PHN108,Hunter New England and Central Coast,-32.83450974,151.36242183,5246548.86,5.0,4.0,5.0,5.0,5.0
RFBI Lake Haven Masonic Village,"12-16 Christopher CRESCENT, LAKE HAVEN, NSW, 2263",LAKE HAVEN,NSW,2263,101,Central Coast,Residential,65,0,0,Royal Freemasons' Benevolent Institution,Charitable,Major Cities of Australia,1,11048,Gorokan - Kanwal - Charmhaven,10202,Wyong,Central Coast (C) (NSW),11650,PHN108,Hunter New England and Central Coast,-33.246351,151.503031,7175946.32,4.0,4.0,4.0,3.0,3.0
Lara Aged Care,"64 HOSPITAL ROAD, DUNGOG, NSW, 2420",DUNGOG,NSW,2420,104,Hunter,Residential,65,0,0,RSL LifeCare Limited,Community Based,Inner Regional Australia,5,11110,Dungog,10601,Lower Hunter,Dungog (A),12700,PHN108,Hunter New England and Central Coast,-32.4002196,151.74600496,6765693.29,4.0,5.0,5.0,3.0,3.0
Mercy Place Mount St Joseph's,"61 CAMPBELL STREET, YOUNG, NSW, 2594",YOUNG,NSW,2594,115,Southern Highlands,Residential,65,0,0,Mercy Aged and Community Care Ltd,Charitable,Inner Regional Australia,4,11543,Young,10106,Young - Yass,Hilltops (A),13910,PHN110,Murrumbidgee,-34.32328101,148.28996187,6813611.42,4.0,3.0,5.0,3.0,4.0
Horton House and Warmington Lodge,"41 Castor STREET, YASS, NSW, 2582",YASS,NSW,2582,115,Southern Highlands,Residential,65,0,0,Yass Valley Aged Care Limited,Private Incorporated Body,Inner Regional Australia,4,11541,Yass,10106,Young - Yass,Yass Valley (A),18710,PHN106,South Eastern NSW,-34.83000427,148.91227594,5919154.18,5.0,5.0,5.0,3.0,5.0
Borella House,"333 Borella ROAD, ALBURY, NSW, 2640",ALBURY,NSW,2640,112,Riverina/Murray,Residential,66,0,0,The Churches of Christ Property Trust,Religious,Inner Regional Australia,2,11172,Albury - East,10901,Albury,Albury (C),10050,PHN205,Murray,-36.076423,146.931133,6405115.08,4.0,4.0,4.0,2.0,4.0
Woolgoolga Aged Care Centre,"49 High STREET, WOOLGOOLGA, NSW, 2456",WOOLGOOLGA,NSW,2456,107,Mid North Coast,Residential,66,0,0,Woolgoolga and District Retirement Village Ltd,Community Based,Inner Regional Australia,3,11091,Woolgoolga - Arrawarra,10402,Coffs Harbour,Coffs Harbour (C),11800,PHN109,North Coast,-30.11679869,153.20094551,6014491.98,4.0,5.0,5.0,2.0,3.0
Cedar Place Aged Care Facility,"58 Cochrane STREET, KEMPSEY, NSW, 2440",KEMPSEY,NSW,2440,107,Mid North Coast,Residential,66,0,0,Cedar Place Aged Care Facility Limited,Community Based,Inner Regional Australia,4,11155,Kempsey,10802,Kempsey - Nambucca,Kempsey (A),14350,PHN109,North Coast,-31.061282,152.8291,6315681.15,4.0,4.0,5.0,3.0,3.0
Charingfield,"282a Bronte ROAD, WAVERLEY, NSW, 2024",WAVERLEY,NSW,2024,113,South East Sydney,Residential,66,0,0,Apollo Care Operations Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11341,Bondi Junction - Waverly,11801,Eastern Suburbs - North,Waverley (A),18050,PHN101,Central and Eastern Sydney,-33.90130184,151.25528615,4588203.3,4.0,4.0,4.0,2.0,4.0
Bolton Clarke Bass Hill,"119 Robertson ROAD, BASS HILL, NSW, 2197",BASS HILL,NSW,2197,114,South West Sydney,Residential,66,0,0,RSL Care RDNS Limited,Charitable,Major Cities of Australia,1,11354,Bass Hill - Georges Hall,11901,Bankstown,Canterbury-Bankstown (A),11570,PHN105,South Western Sydney,-33.90286484,151.00182373,5772238.45,4.0,4.0,4.0,3.0,3.0
Bupa Armidale,"112 Brown STREET, ARMIDALE, NSW, 2350",ARMIDALE,NSW,2350,109,New England,Residential,66,0,0,Bupa Aged Care Australia Pty Ltd,Private Incorporated Body,Inner Regional Australia,3,11186,Armidale,11001,Armidale,Armidale Regional (A),10130,PHN108,Hunter New England and Central Coast,-30.51893294,151.6657569,4374693.1,4.0,4.0,5.0,3.0,2.0
Narrandera Homestead Care Community,"54 Lethbridge DRIVE, NARRANDERA, NSW, 2700",NARRANDERA,NSW,2700,112,Riverina/Murray,Residential,66,0,0,DPG Services Pty Ltd,Private Incorporated Body,Outer Regional Australia,5,11259,Narrandera,11301,Griffith - Murrumbidgee (West),Narrandera (A),15800,PHN110,Murrumbidgee,-34.742157,146.567865,5410803.64,4.0,4.0,5.0,5.0,3.0
Patrick Bugden VC Gardens,"184 Broken Head ROAD, SUFFOLK PARK, NSW, 2481",SUFFOLK PARK,NSW,2481,103,Far North Coast,Residential,66,0,0,RSL LifeCare Limited,Community Based,Inner Regional Australia,4,11240,Byron Bay,11201,Richmond Valley - Coastal,Byron (A),11350,PHN109,North Coast,-28.68660729,153.60736182,6240717,4.0,3.0,5.0,3.0,3.0
Regis Rose Bay,"84 Newcastle STREET, ROSE BAY, NSW, 2029",ROSE BAY,NSW,2029,113,South East Sydney,Residential,66,0,0,Regis Aged Care Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11346,Rose Bay - Vaucluse - Watsons Bay,11801,Eastern Suburbs - North,Woollahra (A),18500,PHN101,Central and Eastern Sydney,-33.876372,151.270318,6169802.99,4.0,5.0,5.0,2.0,5.0
Hugh Cunningham Gardens,"2B Tura Beach DRIVE, TURA BEACH, NSW, 2548",TURA BEACH,NSW,2548,115,Southern Highlands,Residential,66,0,0,RSL LifeCare Limited,Community Based,Outer Regional Australia,4,11025,Merimbula - Tura Beach,10104,South Coast,Bega Valley (A),10550,PHN106,South Eastern NSW,-36.865802,149.918739,4500772.92,4.0,4.0,5.0,3.0,2.0
Anglican Care Warnervale Gardens,"171 Mataram ROAD, WOONGARRAH, NSW, 2259",WOONGARRAH,NSW,2259,101,Central Coast,Residential,66,0,0,Anglican Care,Charitable,Major Cities of Australia,1,11056,Warnervale - Wadalba,10202,Wyong,Central Coast (C) (NSW),11650,PHN108,Hunter New England and Central Coast,-33.23884728,151.4739752,6357927.85,3.0,3.0,4.0,2.0,4.0
Hippocrates Aged Care Centre,"30 CREBERT STREET, MAYFIELD EAST, NSW, 2304",MAYFIELD EAST,NSW,2304,104,Hunter,Residential,66,0,0,Fronditha Care,Community Based,Major Cities of Australia,1,11227,Mayfield - Warabrook,11103,Newcastle,Newcastle (C),15900,PHN108,Hunter New England and Central Coast,-32.895484,151.749494,7295521.67,4.0,4.0,5.0,2.0,5.0
Presbyterian Aged Care - Minnamurra,"14-16 Clements STREET, DRUMMOYNE, NSW, 2047",DRUMMOYNE,NSW,2047,106,Inner West,Residential,66,0,0,The Presbyterian Church (New South Wales) Property Trust,Religious,Major Cities of Australia,1,11385,Drummoyne - Rodd Point,12001,Canada Bay,Canada Bay (A),11520,PHN101,Central and Eastern Sydney,-33.85962154,151.14848992,6042619.55,5.0,4.0,5.0,5.0,4.0
Lansdowne Gardens,"11 Manns AVENUE, NEUTRAL BAY, NSW, 2089",NEUTRAL BAY,NSW,2089,110,Northern Sydney,Residential,66,0,0,Lansdowne Gardens Pty Limited,Private Incorporated Body,Major Cities of Australia,1,11416,Neutral Bay - Kirribilli,12104,North Sydney - Mosman,North Sydney (A),15950,PHN102,Northern Sydney,-33.8410111,151.21845132,5651249.49,,,,,
